,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,baronKillsdiff,riftHeraldKillsdiff,dragonKillsdiff,FIRE_DRAGONdiff,EARTH_DRAGONdiff,firstBaron,FIRE_DRAGONSoul,AIR_DRAGONdiff,ELDER_DRAGONdiff,WATER_DRAGONdiff,EARTH_DRAGONSoul,WATER_DRAGONSoul,AIR_DRAGONSoul
3446691906,1193,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3446298691,1002,-1,-1.0,1.0,1.0,,-1,0,2,,1.0,-1.0,,0.0,,1.0,,,
3426900035,1794,-1,1.0,-1.0,1.0,1.0,-2,2,-2,-2.0,-1.0,-1.0,,1.0,,,,,
3389544517,1883,-1,-1.0,-1.0,1.0,1.0,1,2,2,,1.0,1.0,,-1.0,,2.0,,,
3412875334,1703,-1,-1.0,-1.0,1.0,1.0,1,1,0,1.0,-2.0,1.0,,,,1.0,,,
3366606923,950,-1,-1.0,,-1.0,-1.0,0,-1,-2,-1.0,,,,-1.0,,,,,
3435026508,1244,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3428079694,2322,1,1.0,-1.0,1.0,-1.0,0,-1,5,2.0,1.0,-1.0,1.0,,1.0,1.0,,,
3370145873,957,-1,-1.0,,1.0,,0,0,0,,1.0,,,-1.0,,,,,
3440400466,1512,1,1.0,,-1.0,-1.0,0,-1,1,1.0,,,,1.0,,-1.0,,,
3389544532,950,-1,-1.0,,-1.0,-1.0,0,-2,-2,-1.0,-1.0,,,,,,,,
3443808343,1833,1,-1.0,1.0,1.0,-1.0,0,-1,4,,2.0,,,1.0,,1.0,1.0,,
3419297881,1106,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3439351897,779,1,-1.0,1.0,-1.0,,0,0,-1,1.0,-1.0,,,,,-1.0,,,
3431880795,1683,-1,-1.0,-1.0,1.0,-1.0,-1,-2,-2,-1.0,1.0,-1.0,,,,-2.0,,,
3406583903,1485,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3436861536,2033,1,-1.0,-1.0,1.0,-1.0,1,-1,0,1.0,1.0,1.0,,,,-2.0,,,
3436468322,944,-1,1.0,-1.0,-1.0,,1,0,-1,1.0,-1.0,1.0,,-1.0,,,,,
3441186915,966,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3446298725,826,-1,-1.0,-1.0,1.0,,0,0,1,,,,,,,1.0,,,
3396491368,1375,-1,1.0,,-1.0,,-1,0,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3404748910,1723,1,-1.0,,1.0,-1.0,1,-1,4,2.0,1.0,1.0,1.0,,,1.0,,,
3446298736,1303,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3439089780,1159,1,1.0,,1.0,,0,0,2,,1.0,,,,,1.0,,,
3085326454,1231,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-2,-1.0,-1.0,,,,,,,,
3423361143,1608,1,1.0,1.0,1.0,-1.0,1,-1,4,2.0,,1.0,1.0,1.0,,1.0,,,
3386660984,1527,-1,1.0,-1.0,-1.0,1.0,-1,0,-2,,-1.0,-1.0,,-1.0,,0.0,,,
3396753531,1763,1,-1.0,,-1.0,-1.0,1,-2,-2,,0.0,1.0,,-1.0,,-1.0,,,
3445512319,1427,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3433453696,2186,-1,1.0,-1.0,1.0,1.0,-2,1,3,1.0,,-1.0,,1.0,,1.0,,,1.0
3365296257,1381,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3417069698,1469,-1,-1.0,-1.0,-1.0,1.0,-1,0,-2,-1.0,-1.0,-1.0,,,,,,,
3430963329,1423,-1,-1.0,,-1.0,-1.0,-1,-2,-2,-2.0,1.0,-1.0,,,,-1.0,,,
3446823044,1770,-1,1.0,1.0,-1.0,,0,0,2,,3.0,1.0,,1.0,-1.0,-1.0,1.0,,
3443021955,1839,-1,1.0,-1.0,1.0,1.0,-2,2,3,2.0,1.0,-1.0,1.0,,-1.0,1.0,,,
3421788294,1495,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-1,,-1.0,-1.0,,1.0,,-1.0,,,
3256113281,1359,-1,-1.0,-1.0,1.0,-1.0,-1,-1,3,,1.0,-1.0,,1.0,,1.0,,,
3447216264,707,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3428210825,1895,-1,1.0,-1.0,-1.0,1.0,-1,0,-5,,-2.0,-1.0,,-1.0,-1.0,-1.0,-1.0,,
3414710410,1041,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3424671888,583,-1,-1.0,-1.0,-1.0,,0,0,-2,-1.0,-1.0,,,,,,,,
3429652626,1301,1,1.0,1.0,1.0,,1,0,3,1.0,1.0,1.0,,,,1.0,,,
3441842323,1549,1,-1.0,,-1.0,-1.0,0,-2,2,,2.0,,,1.0,,-1.0,,,
3435813013,1536,1,1.0,,1.0,1.0,0,0,3,,1.0,,,1.0,,1.0,,,
3445774488,1656,1,1.0,1.0,1.0,1.0,-1,2,0,,-1.0,-1.0,,0.0,,1.0,,,
3404355738,1791,-1,-1.0,,1.0,-1.0,-1,-2,0,0.0,,-1.0,,1.0,,-1.0,,,
3380631707,1694,1,1.0,1.0,1.0,1.0,1,2,2,1.0,1.0,1.0,,,,0.0,,,
3411695773,1686,1,-1.0,1.0,1.0,-1.0,1,0,0,1.0,-2.0,1.0,,,,1.0,,,
3427817631,1691,1,-1.0,1.0,-1.0,,0,0,-2,-3.0,,-1.0,-1.0,-1.0,1.0,1.0,,,
3328989344,919,-1,,,-1.0,,0,0,-1,,-1.0,,,,,,,,
3360970913,2002,1,1.0,1.0,-1.0,1.0,-2,2,-1,-1.0,-1.0,-1.0,,,,1.0,,,
3427948706,1805,-1,1.0,-1.0,1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1.0,,,,1.0,,,
3412744361,1062,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3438565551,1220,1,1.0,,1.0,1.0,0,1,0,,,,,1.0,,-1.0,,,
3429521583,1074,1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3440924848,1192,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3429914802,1090,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3431487669,1898,1,1.0,-1.0,-1.0,1.0,2,2,2,2.0,-1.0,1.0,,,,1.0,,,
3339999413,1026,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3360708793,1371,1,-1.0,,-1.0,-1.0,0,0,-1,1.0,-1.0,,,-1.0,,,,,
3409598650,1661,1,-1.0,-1.0,1.0,-1.0,-1,0,0,-2.0,1.0,-1.0,,,,1.0,,,
3342489787,1385,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-2,,0.0,,,-1.0,,-1.0,,,
3430963387,1318,-1,1.0,-1.0,-1.0,,1,0,-4,-1.0,,1.0,,-1.0,,-2.0,,-1.0,
3424671934,2637,1,-1.0,-1.0,-1.0,-1.0,-2,-1,-1,-1.0,1.0,-1.0,,-1.0,,,-1.0,,
3446692030,1255,1,-1.0,1.0,1.0,,0,0,2,1.0,1.0,,,,,0.0,,,
3379845315,2013,1,1.0,1.0,1.0,1.0,2,2,4,,2.0,1.0,,1.0,,1.0,1.0,,
3410122947,1203,-1,-1.0,-1.0,1.0,-1.0,0,-2,-1,,-1.0,,,-1.0,,1.0,,,
3419429060,1449,1,1.0,1.0,-1.0,1.0,1,2,0,,1.0,1.0,,-1.0,,,,,
3426244803,1461,-1,-1.0,-1.0,1.0,,-1,0,-2,-2.0,-1.0,-1.0,-1.0,1.0,,,,,
3391379661,1257,1,1.0,1.0,1.0,1.0,0,1,1,,,,,1.0,,,,,
3436730575,937,-1,-1.0,-1.0,1.0,,0,0,1,1.0,-1.0,,,,,1.0,,,
3439220948,1324,-1,-1.0,-1.0,-1.0,1.0,-1,1,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3352844504,1513,1,-1.0,1.0,-1.0,1.0,1,1,-1,,-1.0,1.0,,-1.0,,1.0,,,
3410909402,1570,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-4,-2.0,,,-1.0,-1.0,,-1.0,,,
3385612507,1242,1,1.0,1.0,1.0,1.0,0,2,3,1.0,1.0,,,1.0,,,,,
3430308060,1273,-1,-1.0,,1.0,-1.0,0,-1,-1,1.0,,,,-1.0,,-1.0,,,
3414972634,995,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3447740639,1949,-1,1.0,-1.0,1.0,1.0,-1,2,-1,,1.0,-1.0,,1.0,,-3.0,,,
3408812256,1449,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-2,-2.0,,-1.0,,-1.0,,1.0,,,
3425065186,931,-1,-1.0,-1.0,-1.0,,-1,0,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3432798436,1200,1,-1.0,1.0,-1.0,1.0,0,1,1,-1.0,,,,1.0,,1.0,,,
3446298853,1320,-1,1.0,1.0,-1.0,,-1,0,-3,-3.0,1.0,-1.0,-1.0,,,-1.0,,,
3441711334,1290,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3420215526,1162,-1,-1.0,1.0,1.0,,-2,0,3,1.0,,-1.0,,1.0,,1.0,,,
3425327333,797,-1,-1.0,-1.0,1.0,,0,0,0,1.0,,,,-1.0,,,,,
3428210921,1122,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3441711337,948,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3440400619,1624,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,-1.0,,-1.0,,,,,
3395967212,1957,1,1.0,-1.0,1.0,1.0,-2,1,-2,-2.0,1.0,-1.0,,-1.0,,,,,
3336198380,1489,-1,-1.0,-1.0,1.0,-1.0,0,-1,-1,1.0,-1.0,,,,,-1.0,,,
3423754485,1360,1,1.0,1.0,-1.0,1.0,0,1,1,-1.0,1.0,,,,,1.0,,,
3431356663,1051,-1,1.0,-1.0,-1.0,,0,0,-4,,-1.0,,,-2.0,,-1.0,,,-1.0
3419691256,1329,1,1.0,,-1.0,1.0,0,1,1,-1.0,,,,1.0,,1.0,,,
3423361274,766,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3430832379,2085,1,1.0,-1.0,1.0,1.0,0,1,4,2.0,1.0,1.0,1.0,,,1.0,,,
3441580288,1090,-1,-1.0,-1.0,1.0,-1.0,0,-1,0,,-1.0,,,,,1.0,,,
3421657345,1860,1,1.0,1.0,1.0,1.0,1,2,1,1.0,,1.0,,-1.0,,1.0,,,
3437779214,2349,-1,-1.0,1.0,-1.0,1.0,-1,2,-1,,1.0,1.0,,-1.0,,-1.0,,,
3440138510,1757,-1,1.0,-1.0,-1.0,-1.0,-1,0,0,0.0,,-1.0,,1.0,,-1.0,,,
3324008722,1672,1,1.0,1.0,1.0,1.0,1,2,3,1.0,1.0,1.0,1.0,1.0,,,,,
3425943302,1613,-1,1.0,-1.0,1.0,,1,0,-4,,1.0,1.0,,-3.0,-1.0,-1.0,,,-1.0
3230816536,1500,1,-1.0,1.0,-1.0,-1.0,0,0,1,-1.0,,,,1.0,,1.0,,,
3441842457,1098,-1,-1.0,,-1.0,-1.0,0,-1,-2,,-1.0,,,,,-1.0,,,
3438041370,1417,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3439411968,1259,-1,-1.0,-1.0,-1.0,1.0,0,0,-1,-1.0,-1.0,,,,,1.0,,,
3333839132,1411,1,-1.0,,1.0,1.0,0,1,4,1.0,,,,2.0,,1.0,,,1.0
3428079901,525,-1,-1.0,,,,0,0,0,,,,,,,,,,
3415890205,1575,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-2,1.0,-2.0,-1.0,,,,-1.0,,,
3417331997,1446,-1,-1.0,,-1.0,-1.0,-1,-2,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3444857119,1477,-1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3439089956,1280,1,1.0,1.0,-1.0,,-1,0,0,-1.0,,-1.0,,2.0,,-1.0,,,
3446823205,2013,-1,1.0,-1.0,-1.0,-1.0,-2,0,-3,-3.0,-1.0,-1.0,-1.0,,,1.0,,,
3441711398,937,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3433978151,1260,1,1.0,1.0,1.0,1.0,0,0,3,1.0,1.0,,,,,1.0,,,
3447347495,1457,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3432667434,891,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3369359667,1114,1,1.0,1.0,-1.0,1.0,0,2,0,-1.0,,,,1.0,,,,,
3413793079,1377,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3421395261,740,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3440400702,1211,1,1.0,,1.0,1.0,0,1,3,1.0,,,,1.0,,1.0,,,
3442104638,1263,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3426244928,1415,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,,-1.0,-1.0,,,,-1.0,,,
3410647361,952,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3431881024,1697,1,1.0,1.0,1.0,1.0,0,1,2,0.0,,,,1.0,,1.0,,,
3405928777,1628,1,-1.0,1.0,-1.0,,1,0,-3,,-1.0,1.0,,-1.0,,-1.0,,,
3446954314,1465,1,1.0,1.0,-1.0,1.0,0,1,0,1.0,-1.0,,,,,,,,
3448789323,1021,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3445119308,930,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-2,,-1.0,,,,,-1.0,,,
3401996618,1118,1,1.0,,-1.0,1.0,0,1,0,-1.0,,,,,,1.0,,,
3392166226,1229,-1,-1.0,,1.0,1.0,0,0,0,,1.0,,,,,-1.0,,,
3444988242,1362,1,1.0,1.0,-1.0,,2,0,-1,-1.0,1.0,1.0,,,,-1.0,,,
3427031382,1468,1,-1.0,-1.0,1.0,,0,0,3,,1.0,,,1.0,,1.0,,,1.0
3379059031,1378,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3444726107,1304,1,1.0,1.0,1.0,,2,0,3,,3.0,1.0,,-1.0,,1.0,1.0,,
3438696796,1908,1,1.0,1.0,1.0,-1.0,2,0,1,1.0,,1.0,,-1.0,,1.0,,,
3445250398,1622,1,1.0,1.0,1.0,1.0,1,1,4,2.0,,1.0,1.0,1.0,,1.0,,,
3424409953,1438,-1,-1.0,-1.0,-1.0,,1,0,-3,-1.0,-3.0,1.0,,1.0,,,-1.0,,
3430439269,1480,-1,-1.0,-1.0,1.0,-1.0,-1,0,0,,-2.0,-1.0,,1.0,,1.0,,,
3425327462,922,1,1.0,1.0,1.0,1.0,0,1,1,,,,,1.0,,,,,
3390462309,2046,-1,-1.0,1.0,-1.0,-1.0,-1,-1,-3,-1.0,-1.0,-1.0,,-1.0,,,,,-1.0
3430832488,2061,1,1.0,1.0,1.0,-1.0,1,-1,1,1.0,,1.0,,-1.0,,1.0,,,
3437386088,1182,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3422968171,1433,1,1.0,1.0,1.0,1.0,1,1,3,1.0,1.0,1.0,,,,1.0,,,
3430570348,1882,-1,-1.0,1.0,1.0,1.0,-1,1,2,1.0,0.0,-1.0,,1.0,,,,,
3444726125,1696,-1,1.0,-1.0,-1.0,1.0,-1,0,-4,-1.0,-1.0,-1.0,,-2.0,,,,,-1.0
3434109295,998,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3412351344,1401,1,-1.0,,1.0,-1.0,0,-1,3,1.0,,,,1.0,,1.0,,,
3444726127,1869,1,-1.0,1.0,-1.0,1.0,-1,1,-3,-1.0,-1.0,-1.0,,-1.0,,,-1.0,,
3396360563,2203,1,-1.0,1.0,1.0,-1.0,2,0,1,1.0,1.0,1.0,,-1.0,,,,,
3439221110,1907,-1,1.0,-1.0,1.0,1.0,-1,1,-1,1.0,1.0,-1.0,,,,-3.0,,,
3444463994,1799,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-4,-2.0,,-1.0,-1.0,-1.0,,-1.0,,,
3439352186,1121,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3445381500,1821,-1,1.0,-1.0,-1.0,1.0,-2,2,0,,0.0,-1.0,,-1.0,,1.0,,,
3313260927,1821,-1,-1.0,-1.0,1.0,-1.0,-1,0,-1,-1.0,-1.0,-1.0,,,,1.0,,,
3398588802,1466,1,1.0,1.0,-1.0,1.0,1,2,-1,-1.0,1.0,1.0,,-1.0,,,,,
3435944323,1623,1,1.0,1.0,1.0,1.0,1,2,4,1.0,,1.0,,1.0,,2.0,,1.0,
3430439300,1309,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-2,,-1.0,,,,,-1.0,,,
3424409996,877,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3394918800,1591,-1,1.0,,-1.0,1.0,-1,1,-3,-1.0,,-1.0,,-1.0,,-1.0,,,
3329907092,1738,-1,-1.0,1.0,1.0,-1.0,1,-1,2,1.0,1.0,1.0,,0.0,,,,,
3373947284,1009,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3447216533,1871,-1,-1.0,-1.0,1.0,-1.0,-1,0,-3,-3.0,1.0,-1.0,-1.0,-1.0,,,,,
3444464023,1370,-1,1.0,,1.0,1.0,0,0,-1,1.0,-1.0,,,,,-1.0,,,
3430832535,1166,1,1.0,,1.0,,0,0,3,,1.0,,,1.0,,1.0,,,
3421657499,635,-1,-1.0,-1.0,-1.0,,0,0,-1,,,,,,,-1.0,,,
3385743772,1366,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3443808672,1221,-1,1.0,,-1.0,-1.0,0,-1,-2,,-1.0,,,,,-1.0,,,
3442629030,1747,-1,-1.0,,-1.0,-1.0,-1,-2,0,,0.0,-1.0,,-1.0,,1.0,,,
3432012199,767,1,1.0,1.0,1.0,,0,0,2,,,,,1.0,,1.0,,,
3429915048,1055,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3437124006,1623,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-2,0.0,,,,-1.0,,-1.0,,,
3405797803,1754,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-2,-1.0,,-1.0,,1.0,,-2.0,,,
3436075436,1529,-1,1.0,,-1.0,1.0,-1,2,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3350354347,1553,1,-1.0,1.0,-1.0,-1.0,1,0,-2,,0.0,1.0,,-1.0,,-1.0,,,
3417070000,1392,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3401603505,1489,1,1.0,1.0,1.0,1.0,1,2,4,,1.0,1.0,,1.0,,2.0,,1.0,
3447478706,876,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3432405425,851,1,1.0,1.0,1.0,,0,0,2,,1.0,,,,,1.0,,,
3405797809,1241,1,1.0,1.0,1.0,1.0,0,1,3,1.0,1.0,,,1.0,,,,,
3440662962,1372,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3422050748,2433,-1,-1.0,-1.0,-1.0,-1.0,1,-1,-5,,-1.0,1.0,,-1.0,-1.0,-2.0,,-1.0,
3345897917,1950,1,1.0,1.0,-1.0,,0,0,-2,-1.0,,,,-1.0,,,,,
3442366911,1240,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3422706116,1500,1,1.0,1.0,-1.0,1.0,1,2,1,1.0,1.0,1.0,,-1.0,,,,,
3421002182,1489,1,1.0,1.0,1.0,1.0,1,1,2,,,1.0,,1.0,,1.0,,,
3408681418,2038,-1,-1.0,-1.0,-1.0,1.0,0,1,-3,-1.0,,1.0,,-1.0,,-1.0,,-1.0,
3413793227,1479,-1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3439876556,925,-1,-1.0,,1.0,1.0,0,1,0,-1.0,,,,,,1.0,,,
3445381579,1544,1,-1.0,-1.0,1.0,,1,0,-2,-1.0,,1.0,,-2.0,,1.0,,,-1.0
3379190222,1371,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-2,,,,,-1.0,,-1.0,,,
3434633677,1719,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,0.0,-1.0,-1.0,,-1.0,,,,,
3401996751,1265,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3438041553,859,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3444333011,1167,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3413662165,1504,-1,-1.0,-1.0,1.0,-1.0,-1,0,1,,1.0,-1.0,,1.0,,-1.0,,,
3405535702,1636,-1,-1.0,-1.0,1.0,-1.0,1,-1,1,-1.0,,1.0,,1.0,,1.0,,,
3432929753,2198,-1,1.0,-1.0,1.0,-1.0,0,0,-3,-1.0,1.0,-1.0,,,,-3.0,,-1.0,
3420215769,1225,1,1.0,1.0,-1.0,,-1,0,2,1.0,,-1.0,,-1.0,,2.0,,,
3440531931,1484,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3438959068,1079,1,1.0,1.0,1.0,1.0,0,1,2,,1.0,,,,,1.0,,,
3432012251,1496,-1,-1.0,-1.0,1.0,-1.0,-1,-2,-1,1.0,,-1.0,,-1.0,,-1.0,,,
3436861915,1360,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-3,-1.0,-1.0,,,,,-1.0,,,
3429915107,665,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3425327593,1739,1,-1.0,1.0,-1.0,1.0,-1,1,0,2.0,-1.0,-1.0,,-1.0,,,,,
3447871981,1190,-1,-1.0,,1.0,-1.0,0,-1,0,,,,,-1.0,,1.0,,,
3429259757,1020,1,1.0,1.0,-1.0,,0,0,-2,,,,,-1.0,,-1.0,,,
3443939830,1164,1,-1.0,-1.0,-1.0,,-2,0,0,1.0,0.0,-1.0,,-1.0,,,,,
3436730873,1595,-1,1.0,-1.0,-1.0,1.0,-1,2,-4,-1.0,,-1.0,,-1.0,,-2.0,,-1.0,
3422706169,948,1,1.0,1.0,1.0,,1,0,1,1.0,-1.0,1.0,,,,1.0,,,
3441580540,2608,1,-1.0,1.0,1.0,1.0,-1,1,-1,-1.0,,1.0,,-2.0,1.0,1.0,,,-1.0
3434502654,1474,1,-1.0,-1.0,-1.0,,1,0,-1,-1.0,,1.0,,1.0,,-1.0,,,
3412351488,1868,-1,-1.0,-1.0,1.0,1.0,-1,0,2,,1.0,-1.0,,-1.0,,2.0,,,
3440925187,1149,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3364116996,1282,-1,-1.0,-1.0,1.0,1.0,-1,0,-1,-1.0,-1.0,-1.0,,1.0,,,,,
3438565894,1330,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-1,1.0,-1.0,,,-1.0,,,,,
3429784071,1482,1,-1.0,1.0,-1.0,-1.0,1,-1,1,-1.0,1.0,1.0,,,,1.0,,,
3429259783,619,-1,-1.0,-1.0,-1.0,,0,0,-1,-1.0,,,,,,,,,
3439221257,1812,1,-1.0,1.0,-1.0,-1.0,1,-1,0,1.0,0.0,1.0,,-1.0,,,,,
3430570502,1527,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-2,,-1.0,-1.0,,0.0,,-1.0,,,
3416676874,1040,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3440663053,1164,-1,-1.0,,-1.0,-1.0,0,-2,-2,-1.0,,,,,,-1.0,,,
3433454094,1341,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3432274447,1335,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3322698256,996,-1,-1.0,,-1.0,-1.0,0,-1,-2,,,,,-1.0,,-1.0,,,
3438828046,1210,-1,-1.0,,-1.0,-1.0,0,-1,-2,-1.0,,,,,,-1.0,,,
3422575122,950,1,1.0,,1.0,1.0,0,1,2,,1.0,,,1.0,,,,,
3372112403,1771,-1,1.0,-1.0,-1.0,1.0,-1,0,-4,,-2.0,-1.0,,-1.0,,-1.0,-1.0,,
3435944463,1323,-1,-1.0,,-1.0,-1.0,0,-2,-3,-1.0,-1.0,,,,,-1.0,,,
3340655120,2196,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3387054612,1616,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-4,,-2.0,-1.0,,-1.0,,-1.0,-1.0,,
3424410135,935,-1,-1.0,,-1.0,,0,0,-1,,-1.0,,,,,,,,
3432536596,1500,1,-1.0,-1.0,-1.0,,-2,0,3,-1.0,3.0,-1.0,,,,1.0,1.0,,
3420871193,943,-1,-1.0,,-1.0,-1.0,0,-1,-2,-1.0,,,,-1.0,,,,,
3436075546,1024,-1,-1.0,-1.0,-1.0,,0,0,-3,-1.0,-1.0,,,-1.0,,,,,
3422706202,1443,1,1.0,1.0,1.0,1.0,1,2,4,,1.0,1.0,,2.0,,1.0,,,1.0
3392166426,2105,1,1.0,1.0,-1.0,1.0,1,0,-1,1.0,-1.0,1.0,,-1.0,,,,,
3316013597,2076,1,1.0,1.0,1.0,1.0,0,2,5,1.0,1.0,,,2.0,1.0,,,,1.0
3432405536,1443,1,-1.0,,1.0,1.0,1,2,1,,-1.0,1.0,,1.0,,1.0,,,
3422181920,873,1,1.0,1.0,-1.0,,0,0,-1,,,,,-1.0,,,,,
3420215846,1113,-1,-1.0,-1.0,1.0,,0,0,1,1.0,1.0,,,-1.0,,,,,
3403700776,1293,1,1.0,1.0,1.0,,0,0,2,,,,,1.0,,1.0,,,
3415104041,1253,1,1.0,,-1.0,-1.0,0,-2,-1,-1.0,,,,1.0,,-1.0,,,
3433323049,1346,-1,-1.0,-1.0,1.0,-1.0,0,-2,3,,1.0,,,1.0,,1.0,,,
3411958314,952,-1,-1.0,,-1.0,1.0,0,1,-1,-1.0,,,,,,,,,
3440269866,1483,1,1.0,1.0,-1.0,-1.0,1,0,1,-1.0,1.0,1.0,,1.0,,,,,
3394787886,1109,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3440663089,1210,1,1.0,,-1.0,1.0,0,2,1,-1.0,1.0,,,1.0,,,,,
3328465457,1475,1,1.0,1.0,1.0,-1.0,1,-2,3,1.0,1.0,1.0,,1.0,,,,,
3389545011,1298,1,1.0,1.0,1.0,1.0,1,2,3,1.0,,1.0,,1.0,,1.0,,,
3431619126,1066,1,1.0,1.0,1.0,,1,0,4,2.0,1.0,1.0,1.0,,,1.0,,,
3438828087,1812,1,1.0,1.0,1.0,1.0,1,1,2,2.0,-1.0,1.0,,1.0,,,,,
3425720888,895,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3436075577,1174,-1,-1.0,,1.0,1.0,0,1,0,,1.0,,,-1.0,,,,,
3435682363,1122,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3437517372,1870,-1,1.0,-1.0,1.0,-1.0,-1,-1,0,1.0,,-1.0,,-2.0,,1.0,,,
3441973828,1134,-1,-1.0,-1.0,-1.0,,0,0,-2,,-2.0,,,1.0,,-1.0,,,
3399244356,1463,-1,1.0,-1.0,1.0,-1.0,0,-2,1,,-1.0,,,1.0,,1.0,,,
3444464197,1293,-1,-1.0,-1.0,-1.0,,-1,0,-2,,-2.0,-1.0,,1.0,,-1.0,-1.0,,
3442367047,1625,-1,-1.0,-1.0,-1.0,,-1,0,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3447609933,1156,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3442760270,1792,-1,1.0,-1.0,-1.0,1.0,-1,2,0,1.0,,-1.0,,0.0,,-1.0,,,
3432405583,1300,1,1.0,1.0,,,0,0,0,,,,,,,,,,
